date,store,city,category,channel,units_sold,revenue_sar,returns_units,foot_traffic,csat
2025-10-09,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,48,9460.48,2,943.0,4.41
2025-10-09,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,15,3109.35,1,,3.62
2025-10-09,Jeddah-Tahlia,Jeddah,Beauty,In-Store,57,5229.33,2,943.0,3.29
2025-10-09,Jeddah-Tahlia,Jeddah,Beauty,Online,12,1217.97,1,,3.83
2025-10-09,Jeddah-Tahlia,Jeddah,Groceries,In-Store,35,1683.05,1,943.0,4.7
2025-10-09,Jeddah-Tahlia,Jeddah,Groceries,Online,16,660.41,0,,3.63
2025-10-10,Jeddah-Tahlia,Jeddah,Electronics,In-Store,79,60980.24,3,1193.0,4.09
2025-10-10,Jeddah-Tahlia,Jeddah,Electronics,Online,22,18471.19,2,,3.54
2025-10-10,Jeddah-Tahlia,Jeddah,Apparel,In-Store,37,4933.68,0,1193.0,4.68
2025-10-10,Jeddah-Tahlia,Jeddah,Apparel,Online,22,2977.83,2,,4.06
2025-10-10,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,54,11373.82,1,1193.0,4.44
2025-10-10,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,24,5035.12,2,,3.22
2025-10-10,Jeddah-Tahlia,Jeddah,Beauty,In-Store,78,7976.64,3,1193.0,3.9
2025-10-10,Jeddah-Tahlia,Jeddah,Beauty,Online,16,1516.51,1,,3.46
2025-10-10,Jeddah-Tahlia,Jeddah,Groceries,In-Store,70,3350.55,1,1193.0,4.29
2025-10-10,Jeddah-Tahlia,Jeddah,Groceries,Online,18,767.77,1,,3.7
2025-10-11,Jeddah-Tahlia,Jeddah,Electronics,In-Store,61,48492.5,2,1255.0,3.57
2025-10-11,Jeddah-Tahlia,Jeddah,Electronics,Online,12,9230.38,1,,3.6
2025-10-11,Jeddah-Tahlia,Jeddah,Apparel,In-Store,72,9396.11,4,1255.0,4.03
2025-10-11,Jeddah-Tahlia,Jeddah,Apparel,Online,20,2851.2,1,,3.41
2025-10-11,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,69,13334.69,4,1255.0,4.38
2025-10-11,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,17,3654.89,1,,3.57
2025-10-11,Jeddah-Tahlia,Jeddah,Beauty,In-Store,43,4010.35,1,1255.0,4.57
2025-10-11,Jeddah-Tahlia,Jeddah,Beauty,Online,26,2582.74,1,,4.15
2025-10-11,Jeddah-Tahlia,Jeddah,Groceries,In-Store,84,3482.34,3,1255.0,3.68
2025-10-11,Jeddah-Tahlia,Jeddah,Groceries,Online,24,1081.72,2,,2.97
2025-10-12,Jeddah-Tahlia,Jeddah,Electronics,In-Store,54,45739.99,2,901.0,4.71
2025-10-12,Jeddah-Tahlia,Jeddah,Electronics,Online,9,7528.02,0,,3.35
2025-10-12,Jeddah-Tahlia,Jeddah,Apparel,In-Store,41,6222.46,1,901.0,4.33
2025-10-12,Jeddah-Tahlia,Jeddah,Apparel,Online,9,1157.69,0,,3.44
2025-10-12,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,33,7576.62,1,901.0,4.02
2025-10-12,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,17,3296.65,1,,3.79
2025-10-12,Jeddah-Tahlia,Jeddah,Beauty,In-Store,59,5330.53,1,901.0,4.68
2025-10-12,Jeddah-Tahlia,Jeddah,Beauty,Online,17,1611.99,1,,3.73
2025-10-12,Jeddah-Tahlia,Jeddah,Groceries,In-Store,55,2492.61,1,901.0,3.49
2025-10-12,Jeddah-Tahlia,Jeddah,Groceries,Online,9,411.14,0,,4.59
2025-10-13,Jeddah-Tahlia,Jeddah,Electronics,In-Store,35,31097.17,1,862.0,3.72
2025-10-13,Jeddah-Tahlia,Jeddah,Electronics,Online,17,15570.9,1,,3.24
2025-10-13,Jeddah-Tahlia,Jeddah,Apparel,In-Store,45,6521.86,2,862.0,4.01
2025-10-13,Jeddah-Tahlia,Jeddah,Apparel,Online,18,2409.08,1,,2.98
2025-10-13,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,40,9001.53,1,862.0,4.43
2025-10-13,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,12,2302.62,0,,3.99
2025-10-13,Jeddah-Tahlia,Jeddah,Beauty,In-Store,34,3013.66,1,862.0,3.87
2025-10-13,Jeddah-Tahlia,Jeddah,Beauty,Online,17,1721.49,1,,3.95
2025-10-13,Jeddah-Tahlia,Jeddah,Groceries,In-Store,56,2762.63,1,862.0,3.68
2025-10-13,Jeddah-Tahlia,Jeddah,Groceries,Online,11,481.18,0,,4.27
2025-10-14,Jeddah-Tahlia,Jeddah,Electronics,In-Store,33,25824.8,1,918.0,3.82
2025-10-14,Jeddah-Tahlia,Jeddah,Electronics,Online,18,14598.64,2,,3.29
2025-10-14,Jeddah-Tahlia,Jeddah,Apparel,In-Store,45,6199.89,0,918.0,3.44
2025-10-14,Jeddah-Tahlia,Jeddah,Apparel,Online,9,1199.35,0,,3.88
2025-10-14,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,49,10771.7,2,918.0,3.55
2025-10-14,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,20,3961.82,1,,3.93
2025-10-14,Jeddah-Tahlia,Jeddah,Beauty,In-Store,60,5456.89,2,918.0,4.66
2025-10-14,Jeddah-Tahlia,Jeddah,Beauty,Online,19,1882.96,2,,4.59
2025-10-14,Jeddah-Tahlia,Jeddah,Groceries,In-Store,40,1705.71,1,918.0,4.09
2025-10-14,Jeddah-Tahlia,Jeddah,Groceries,Online,19,790.85,2,,3.91
2025-10-15,Jeddah-Tahlia,Jeddah,Electronics,In-Store,45,38224.77,2,914.0,3.86
2025-10-15,Jeddah-Tahlia,Jeddah,Electronics,Online,18,16425.05,2,,3.98
2025-10-15,Jeddah-Tahlia,Jeddah,Apparel,In-Store,34,4466.36,1,914.0,3.84
2025-10-15,Jeddah-Tahlia,Jeddah,Apparel,Online,19,2759.18,0,,3.96
2025-10-15,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,49,9571.62,2,914.0,3.32
2025-10-15,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,13,2649.17,1,,3.42
2025-10-15,Jeddah-Tahlia,Jeddah,Beauty,In-Store,30,2753.96,1,914.0,4.25
2025-10-15,Jeddah-Tahlia,Jeddah,Beauty,Online,15,1358.19,1,,3.59
2025-10-15,Jeddah-Tahlia,Jeddah,Groceries,In-Store,49,2127.39,2,914.0,4.74
2025-10-15,Jeddah-Tahlia,Jeddah,Groceries,Online,15,613.93,1,,3.64
2025-10-16,Jeddah-Tahlia,Jeddah,Electronics,In-Store,43,35490.73,2,860.0,3.3
2025-10-16,Jeddah-Tahlia,Jeddah,Electronics,Online,15,13365.07,1,,3.58
2025-10-16,Jeddah-Tahlia,Jeddah,Apparel,In-Store,30,4551.71,0,860.0,4.22
2025-10-16,Jeddah-Tahlia,Jeddah,Apparel,Online,10,1329.89,1,,3.71
2025-10-16,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,30,6788.1,0,860.0,3.79
2025-10-16,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,13,2767.82,0,,3.57
2025-10-16,Jeddah-Tahlia,Jeddah,Beauty,In-Store,36,3669.46,2,860.0,4.45
2025-10-16,Jeddah-Tahlia,Jeddah,Beauty,Online,11,1114.76,1,,4.02
2025-10-16,Jeddah-Tahlia,Jeddah,Groceries,In-Store,40,1719.24,2,860.0,4.47
2025-10-16,Jeddah-Tahlia,Jeddah,Groceries,Online,10,445.09,0,,4.16
2025-10-17,Jeddah-Tahlia,Jeddah,Electronics,In-Store,37,32991.0,2,1214.0,4.07
2025-10-17,Jeddah-Tahlia,Jeddah,Electronics,Online,15,11879.74,1,,3.24
2025-10-17,Jeddah-Tahlia,Jeddah,Apparel,In-Store,63,8183.33,3,1214.0,3.7
2025-10-17,Jeddah-Tahlia,Jeddah,Apparel,Online,15,2286.96,1,,3.75
2025-10-17,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,58,12451.6,2,1214.0,3.67
2025-10-17,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,26,5016.04,2,,3.44
2025-10-17,Jeddah-Tahlia,Jeddah,Beauty,In-Store,69,6531.52,2,1214.0,3.32
2025-10-17,Jeddah-Tahlia,Jeddah,Beauty,Online,16,1467.72,1,,2.48
2025-10-17,Jeddah-Tahlia,Jeddah,Groceries,In-Store,60,2728.6,2,1214.0,3.81
2025-10-17,Jeddah-Tahlia,Jeddah,Groceries,Online,14,605.76,1,,3.73
2025-10-18,Jeddah-Tahlia,Jeddah,Electronics,In-Store,70,64862.96,1,1212.0,4.6
2025-10-18,Jeddah-Tahlia,Jeddah,Electronics,Online,23,20612.73,2,,3.68
2025-10-18,Jeddah-Tahlia,Jeddah,Apparel,In-Store,46,6830.06,1,1212.0,3.72
2025-10-18,Jeddah-Tahlia,Jeddah,Apparel,Online,25,3330.0,2,,3.11
2025-10-18,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,65,12995.49,2,1212.0,4.18
2025-10-18,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,17,3787.06,1,,4.29
2025-10-18,Jeddah-Tahlia,Jeddah,Beauty,In-Store,55,5482.8,2,1212.0,4.44
2025-10-18,Jeddah-Tahlia,Jeddah,Beauty,Online,12,1194.18,0,,3.96
2025-10-18,Jeddah-Tahlia,Jeddah,Groceries,In-Store,56,2474.12,1,1212.0,4.12
2025-10-18,Jeddah-Tahlia,Jeddah,Groceries,Online,15,621.74,0,,3.8
2025-10-19,Jeddah-Tahlia,Jeddah,Electronics,In-Store,50,42906.67,2,936.0,4.22
2025-10-19,Jeddah-Tahlia,Jeddah,Electronics,Online,14,11794.17,1,,3.59
2025-10-19,Jeddah-Tahlia,Jeddah,Apparel,In-Store,53,6798.95,2,936.0,4.53
2025-10-19,Jeddah-Tahlia,Jeddah,Apparel,Online,19,2830.47,1,,3.89
2025-10-19,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,48,9128.91,1,936.0,4.51
2025-10-19,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,14,2728.43,1,,4.03
2025-10-19,Jeddah-Tahlia,Jeddah,Beauty,In-Store,40,3749.51,1,936.0,3.47
2025-10-19,Jeddah-Tahlia,Jeddah,Beauty,Online,13,1352.08,1,,3.59
2025-10-19,Jeddah-Tahlia,Jeddah,Groceries,In-Store,54,2261.65,3,936.0,3.8
2025-10-19,Jeddah-Tahlia,Jeddah,Groceries,Online,13,602.02,0,,3.93
2025-10-20,Jeddah-Tahlia,Jeddah,Electronics,In-Store,51,41165.69,2,896.0,3.67
2025-10-20,Jeddah-Tahlia,Jeddah,Electronics,Online,10,9083.92,1,,3.12
2025-10-20,Jeddah-Tahlia,Jeddah,Apparel,In-Store,59,8416.85,2,896.0,4.27
2025-10-20,Jeddah-Tahlia,Jeddah,Apparel,Online,17,2394.92,0,,4.06
2025-10-20,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,35,7647.95,1,896.0,4.28
2025-10-20,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,18,3620.95,1,,3.84
2025-10-20,Jeddah-Tahlia,Jeddah,Beauty,In-Store,45,4077.22,2,896.0,3.66
2025-10-20,Jeddah-Tahlia,Jeddah,Beauty,Online,20,1907.66,1,,3.49
2025-10-20,Jeddah-Tahlia,Jeddah,Groceries,In-Store,35,1573.27,2,896.0,4.42
2025-10-20,Jeddah-Tahlia,Jeddah,Groceries,Online,12,517.26,0,,2.98
2025-10-21,Jeddah-Tahlia,Jeddah,Electronics,In-Store,51,41806.01,1,919.0,3.75
2025-10-21,Jeddah-Tahlia,Jeddah,Electronics,Online,13,11659.34,1,,3.76
2025-10-21,Jeddah-Tahlia,Jeddah,Apparel,In-Store,61,9158.58,1,919.0,4.22
2025-10-21,Jeddah-Tahlia,Jeddah,Apparel,Online,19,2843.3,1,,3.64
2025-10-21,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,49,10146.41,2,919.0,3.75
2025-10-21,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,19,3945.29,2,,3.97
2025-10-21,Jeddah-Tahlia,Jeddah,Beauty,In-Store,43,3944.46,2,919.0,4.57
2025-10-21,Jeddah-Tahlia,Jeddah,Beauty,Online,19,1742.5,1,,3.62
2025-10-21,Jeddah-Tahlia,Jeddah,Groceries,In-Store,39,1876.42,2,919.0,4.27
2025-10-21,Jeddah-Tahlia,Jeddah,Groceries,Online,17,702.14,1,,3.76
2025-10-22,Jeddah-Tahlia,Jeddah,Electronics,In-Store,47,43269.02,2,911.0,3.42
2025-10-22,Jeddah-Tahlia,Jeddah,Electronics,Online,20,17821.63,1,,3.05
2025-10-22,Jeddah-Tahlia,Jeddah,Apparel,In-Store,41,6278.25,2,911.0,3.15
2025-10-22,Jeddah-Tahlia,Jeddah,Apparel,Online,9,1348.89,0,,4.1
2025-10-22,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,43,9348.53,2,911.0,3.99
2025-10-22,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,11,2255.26,0,,4.05
2025-10-22,Jeddah-Tahlia,Jeddah,Beauty,In-Store,29,2849.07,0,911.0,4.54
2025-10-22,Jeddah-Tahlia,Jeddah,Beauty,Online,13,1343.46,0,,3.8
2025-10-22,Jeddah-Tahlia,Jeddah,Groceries,In-Store,30,1312.78,1,911.0,4.22
2025-10-22,Jeddah-Tahlia,Jeddah,Groceries,Online,9,409.58,0,,3.82
2025-10-23,Jeddah-Tahlia,Jeddah,Electronics,In-Store,61,50135.46,2,952.0,3.96
2025-10-23,Jeddah-Tahlia,Jeddah,Electronics,Online,10,9020.27,1,,3.65
2025-10-23,Jeddah-Tahlia,Jeddah,Apparel,In-Store,38,4820.27,2,952.0,3.5
2025-10-23,Jeddah-Tahlia,Jeddah,Apparel,Online,18,2449.02,1,,4.31
2025-10-23,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,42,8166.43,2,952.0,4.0
2025-10-23,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,19,4106.81,2,,3.26
2025-10-23,Jeddah-Tahlia,Jeddah,Beauty,In-Store,46,4024.82,2,952.0,3.41
2025-10-23,Jeddah-Tahlia,Jeddah,Beauty,Online,11,944.7,0,,3.3
2025-10-23,Jeddah-Tahlia,Jeddah,Groceries,In-Store,45,2016.72,1,952.0,4.18
2025-10-23,Jeddah-Tahlia,Jeddah,Groceries,Online,10,458.34,0,,3.62
2025-10-24,Jeddah-Tahlia,Jeddah,Electronics,In-Store,45,39666.83,1,1191.0,3.71
2025-10-24,Jeddah-Tahlia,Jeddah,Electronics,Online,23,20966.91,2,,3.53
2025-10-24,Jeddah-Tahlia,Jeddah,Apparel,In-Store,61,8066.3,3,1191.0,3.43
2025-10-24,Jeddah-Tahlia,Jeddah,Apparel,Online,17,2243.94,0,,4.59
2025-10-24,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,74,15204.43,2,1191.0,3.26
2025-10-24,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,26,5452.07,2,,3.6
2025-10-24,Jeddah-Tahlia,Jeddah,Beauty,In-Store,64,6277.32,2,1191.0,3.75
2025-10-24,Jeddah-Tahlia,Jeddah,Beauty,Online,25,2140.21,2,,3.46
2025-10-24,Jeddah-Tahlia,Jeddah,Groceries,In-Store,71,2897.4,2,1191.0,4.45
2025-10-24,Jeddah-Tahlia,Jeddah,Groceries,Online,21,900.39,2,,4.0
2025-10-25,Jeddah-Tahlia,Jeddah,Electronics,In-Store,44,36277.38,2,1200.0,4.28
2025-10-25,Jeddah-Tahlia,Jeddah,Electronics,Online,23,19478.25,1,,4.04
2025-10-25,Jeddah-Tahlia,Jeddah,Apparel,In-Store,74,10488.06,3,1200.0,4.65
2025-10-25,Jeddah-Tahlia,Jeddah,Apparel,Online,20,2637.79,1,,3.72
2025-10-25,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,55,12004.27,3,1200.0,4.01
2025-10-25,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,25,5149.77,2,,3.97
2025-10-25,Jeddah-Tahlia,Jeddah,Beauty,In-Store,51,4857.51,1,1200.0,4.0
2025-10-25,Jeddah-Tahlia,Jeddah,Beauty,Online,15,1495.16,1,,3.58
2025-10-25,Jeddah-Tahlia,Jeddah,Groceries,In-Store,72,3063.8,2,1200.0,4.91
2025-10-25,Jeddah-Tahlia,Jeddah,Groceries,Online,16,684.22,1,,3.79
2025-10-26,Jeddah-Tahlia,Jeddah,Electronics,In-Store,28,25735.2,1,883.0,3.86
2025-10-26,Jeddah-Tahlia,Jeddah,Electronics,Online,15,13366.36,1,,3.65
2025-10-26,Jeddah-Tahlia,Jeddah,Apparel,In-Store,33,5079.92,1,883.0,4.5
2025-10-26,Jeddah-Tahlia,Jeddah,Apparel,Online,18,2604.99,2,,4.81
2025-10-26,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,44,8808.77,1,883.0,4.09
2025-10-26,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,10,2045.62,0,,3.4
2025-10-26,Jeddah-Tahlia,Jeddah,Beauty,In-Store,50,4316.8,1,883.0,3.72
2025-10-26,Jeddah-Tahlia,Jeddah,Beauty,Online,17,1771.76,1,,3.24
2025-10-26,Jeddah-Tahlia,Jeddah,Groceries,In-Store,38,1877.01,1,883.0,4.95
2025-10-26,Jeddah-Tahlia,Jeddah,Groceries,Online,19,835.65,1,,3.39
2025-10-27,Jeddah-Tahlia,Jeddah,Electronics,In-Store,46,37010.63,2,899.0,4.23
2025-10-27,Jeddah-Tahlia,Jeddah,Electronics,Online,15,13327.31,1,,3.04
2025-10-27,Jeddah-Tahlia,Jeddah,Apparel,In-Store,51,6666.73,1,899.0,4.89
2025-10-27,Jeddah-Tahlia,Jeddah,Apparel,Online,17,2298.54,1,,3.84
2025-10-27,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,38,8267.28,1,899.0,4.53
2025-10-27,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,10,2265.27,0,,3.29
2025-10-27,Jeddah-Tahlia,Jeddah,Beauty,In-Store,29,2746.04,1,899.0,4.51
2025-10-27,Jeddah-Tahlia,Jeddah,Beauty,Online,9,924.72,1,,3.89
2025-10-27,Jeddah-Tahlia,Jeddah,Groceries,In-Store,28,1173.29,1,899.0,3.64
2025-10-27,Jeddah-Tahlia,Jeddah,Groceries,Online,15,710.82,1,,3.29
2025-10-28,Jeddah-Tahlia,Jeddah,Electronics,In-Store,40,32583.63,1,864.0,4.42
2025-10-28,Jeddah-Tahlia,Jeddah,Electronics,Online,15,12636.78,1,,3.5
2025-10-28,Jeddah-Tahlia,Jeddah,Apparel,In-Store,40,5052.8,1,864.0,4.47
2025-10-28,Jeddah-Tahlia,Jeddah,Apparel,Online,15,2010.94,1,,3.55
2025-10-28,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,39,7556.67,1,864.0,4.46
2025-10-28,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,12,2575.6,0,,3.76
2025-10-28,Jeddah-Tahlia,Jeddah,Beauty,In-Store,35,3351.67,0,864.0,4.41
2025-10-28,Jeddah-Tahlia,Jeddah,Beauty,Online,9,923.18,0,,3.88
2025-10-28,Jeddah-Tahlia,Jeddah,Groceries,In-Store,48,2261.45,1,864.0,4.13
2025-10-28,Jeddah-Tahlia,Jeddah,Groceries,Online,11,489.98,1,,3.46
2025-10-29,Jeddah-Tahlia,Jeddah,Electronics,In-Store,36,31144.5,1,891.0,4.27
2025-10-29,Jeddah-Tahlia,Jeddah,Electronics,Online,20,18485.83,1,,3.57
2025-10-29,Jeddah-Tahlia,Jeddah,Apparel,In-Store,39,5617.24,1,891.0,3.85
2025-10-29,Jeddah-Tahlia,Jeddah,Apparel,Online,17,2486.92,1,,3.41
2025-10-29,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,29,6160.59,0,891.0,4.03
2025-10-29,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,18,4068.67,1,,3.9
2025-10-29,Jeddah-Tahlia,Jeddah,Beauty,In-Store,45,4162.47,1,891.0,3.4
2025-10-29,Jeddah-Tahlia,Jeddah,Beauty,Online,10,1024.09,0,,3.56
2025-10-29,Jeddah-Tahlia,Jeddah,Groceries,In-Store,44,1983.32,2,891.0,4.01
2025-10-29,Jeddah-Tahlia,Jeddah,Groceries,Online,10,488.08,0,,3.31
2025-10-30,Jeddah-Tahlia,Jeddah,Electronics,In-Store,32,28098.8,1,865.0,4.24
2025-10-30,Jeddah-Tahlia,Jeddah,Electronics,Online,15,12394.62,0,,3.64
2025-10-30,Jeddah-Tahlia,Jeddah,Apparel,In-Store,49,6963.78,1,865.0,3.98
2025-10-30,Jeddah-Tahlia,Jeddah,Apparel,Online,19,2712.44,1,,3.99
2025-10-30,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,30,6028.43,1,865.0,4.28
2025-10-30,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,12,2760.8,0,,3.9
2025-10-30,Jeddah-Tahlia,Jeddah,Beauty,In-Store,48,4390.28,2,865.0,4.06
2025-10-30,Jeddah-Tahlia,Jeddah,Beauty,Online,11,1095.67,1,,3.24
2025-10-30,Jeddah-Tahlia,Jeddah,Groceries,In-Store,55,2294.37,1,865.0,4.51
2025-10-30,Jeddah-Tahlia,Jeddah,Groceries,Online,13,590.48,1,,3.54
2025-10-31,Jeddah-Tahlia,Jeddah,Electronics,In-Store,66,53439.45,3,1217.0,3.94
2025-10-31,Jeddah-Tahlia,Jeddah,Electronics,Online,15,11647.39,1,,4.28
2025-10-31,Jeddah-Tahlia,Jeddah,Apparel,In-Store,53,7232.61,2,1217.0,3.49
2025-10-31,Jeddah-Tahlia,Jeddah,Apparel,Online,22,3216.71,1,,3.82
2025-10-31,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,55,10634.83,2,1217.0,3.86
2025-10-31,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,13,2704.36,1,,4.38
2025-10-31,Jeddah-Tahlia,Jeddah,Beauty,In-Store,41,4001.2,1,1217.0,3.59
2025-10-31,Jeddah-Tahlia,Jeddah,Beauty,Online,15,1386.79,1,,3.8
2025-10-31,Jeddah-Tahlia,Jeddah,Groceries,In-Store,47,2142.7,1,1217.0,4.01
2025-10-31,Jeddah-Tahlia,Jeddah,Groceries,Online,15,701.91,1,,3.52
2025-11-01,Jeddah-Tahlia,Jeddah,Electronics,In-Store,67,59972.41,2,1509.0,4.23
2025-11-01,Jeddah-Tahlia,Jeddah,Electronics,Online,17,14999.86,1,,2.83
2025-11-01,Jeddah-Tahlia,Jeddah,Apparel,In-Store,57,7533.74,1,1509.0,4.21
2025-11-01,Jeddah-Tahlia,Jeddah,Apparel,Online,25,3162.69,1,,4.47
2025-11-01,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,58,11264.56,1,1509.0,4.33
2025-11-01,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,16,3541.95,0,,3.83
2025-11-01,Jeddah-Tahlia,Jeddah,Beauty,In-Store,98,9387.54,4,1509.0,4.31
2025-11-01,Jeddah-Tahlia,Jeddah,Beauty,Online,21,1805.35,1,,3.4
2025-11-01,Jeddah-Tahlia,Jeddah,Groceries,In-Store,56,2351.4,1,1509.0,4.57
2025-11-01,Jeddah-Tahlia,Jeddah,Groceries,Online,28,1185.04,1,,4.03
2025-11-02,Jeddah-Tahlia,Jeddah,Electronics,In-Store,41,37952.66,1,1133.0,4.05
2025-11-02,Jeddah-Tahlia,Jeddah,Electronics,Online,21,18471.93,1,,3.82
2025-11-02,Jeddah-Tahlia,Jeddah,Apparel,In-Store,47,6845.88,1,1133.0,3.52
2025-11-02,Jeddah-Tahlia,Jeddah,Apparel,Online,12,1742.31,0,,3.86
2025-11-02,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,68,15293.64,4,1133.0,4.95
2025-11-02,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,14,2730.68,0,,3.3
2025-11-02,Jeddah-Tahlia,Jeddah,Beauty,In-Store,50,4348.32,1,1133.0,4.48
2025-11-02,Jeddah-Tahlia,Jeddah,Beauty,Online,15,1292.17,1,,3.29
2025-11-02,Jeddah-Tahlia,Jeddah,Groceries,In-Store,49,2227.62,2,1133.0,4.89
2025-11-02,Jeddah-Tahlia,Jeddah,Groceries,Online,18,861.91,2,,4.27
2025-11-03,Jeddah-Tahlia,Jeddah,Electronics,In-Store,50,46385.86,2,1149.0,4.11
2025-11-03,Jeddah-Tahlia,Jeddah,Electronics,Online,13,11387.67,1,,3.18
2025-11-03,Jeddah-Tahlia,Jeddah,Apparel,In-Store,35,4480.07,1,1149.0,4.23
2025-11-03,Jeddah-Tahlia,Jeddah,Apparel,Online,21,2927.46,1,,3.58
2025-11-03,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,36,8240.98,1,1149.0,4.44
2025-11-03,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,22,5009.85,1,,3.24
2025-11-03,Jeddah-Tahlia,Jeddah,Beauty,In-Store,39,3600.83,1,1149.0,4.01
2025-11-03,Jeddah-Tahlia,Jeddah,Beauty,Online,23,2247.31,2,,3.14
2025-11-03,Jeddah-Tahlia,Jeddah,Groceries,In-Store,76,3277.37,3,1149.0,3.97
2025-11-03,Jeddah-Tahlia,Jeddah,Groceries,Online,17,826.15,1,,3.84
2025-11-04,Jeddah-Tahlia,Jeddah,Electronics,In-Store,74,61281.27,4,1128.0,4.25
2025-11-04,Jeddah-Tahlia,Jeddah,Electronics,Online,24,21078.75,1,,3.6
2025-11-04,Jeddah-Tahlia,Jeddah,Apparel,In-Store,54,7674.83,2,1128.0,3.79
2025-11-04,Jeddah-Tahlia,Jeddah,Apparel,Online,23,3277.35,1,,3.05
2025-11-04,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,36,7693.59,1,1128.0,4.39
2025-11-04,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,18,3451.13,1,,3.87
2025-11-04,Jeddah-Tahlia,Jeddah,Beauty,In-Store,38,3396.14,2,1128.0,3.79
2025-11-04,Jeddah-Tahlia,Jeddah,Beauty,Online,16,1565.84,0,,3.01
2025-11-04,Jeddah-Tahlia,Jeddah,Groceries,In-Store,45,2043.77,1,1128.0,4.39
2025-11-04,Jeddah-Tahlia,Jeddah,Groceries,Online,22,1026.69,1,,3.55
2025-11-05,Jeddah-Tahlia,Jeddah,Electronics,In-Store,36,30983.07,1,1159.0,4.55
2025-11-05,Jeddah-Tahlia,Jeddah,Electronics,Online,20,17266.37,1,,3.95
2025-11-05,Jeddah-Tahlia,Jeddah,Apparel,In-Store,62,8262.64,2,1159.0,3.82
2025-11-05,Jeddah-Tahlia,Jeddah,Apparel,Online,12,1563.96,1,,3.09
2025-11-05,Jeddah-Tahlia,Jeddah,Home & Kitchen,In-Store,36,7624.96,2,1159.0,4.66
2025-11-05,Jeddah-Tahlia,Jeddah,Home & Kitchen,Online,19,3985.31,1,,4.19
2025-11-05,Jeddah-Tahlia,Jeddah,Beauty,In-Store,69,6533.72,2,1159.0,3.83
2025-11-05,Jeddah-Tahlia,Jeddah,Beauty,Online,15,1349.28,0,,3.69
2025-11-05,Jeddah-Tahlia,Jeddah,Groceries,In-Store,71,2989.06,4,1159.0,4.38
2025-11-05,Jeddah-Tahlia,Jeddah,Groceries,Online,18,872.36,1,,4.13
